Catalog#,Artist,Title,Label,Format,Rating,Released,release_id,CollectionFolder,Date Added,Collection Media Condition,Collection Sleeve Condition,Collection Notes,Genre,Style,Votes,Comments,Weighted Rating
HK27T,Booty Luv,Boogie 2nite,Hed Kandi,"12"", Single",4.13,2006,859197,House,2024-12-07 08:48:29,,,,Electronic,"House, Electro, Deep House",63,0,4.128341275659824
HK27T,Booty Luv,Boogie 2nite,Hed Kandi,"12"", Single",4.13,2006,859197,House,2024-12-09 08:11:13,,,,Electronic,"House, Electro, Deep House",63,0,4.128341275659824
FUFU006,Future Funk,Summertime,Future-Funk.com,"12"", S/Sided",4.14,2004,305994,Uncategorized,2024-12-08 02:42:10,,,,Electronic,"House, Garage House",7,0,4.127251344086021
022 5,Lucy London,My Name Is Lucy,Hysterical,"12""",4.14,2008,1540938,progressive house,2024-12-09 04:01:06,,,,Electronic,"Progressive House, House",7,0,4.127251344086021
KB014,Jaumëtic & Citizen Kain,On And On / Desfibrilador Cáustico,Killa Beat Recordings,"12""",4.14,2008,1572197,Uncategorized,2025-01-22 05:59:52,,,,Electronic,"Techno, Tech House",7,0,4.127251344086021
LUXA017,DJ Dandi & Ugo,Lock Knock,Luxa Flex,"12""",4.14,2007,1089658,minimal,2024-12-08 05:30:27,,,,Electronic,"Techno, Minimal",7,0,4.127251344086021
RDG01,Rick Pier O'Neil & Raf Fender,Dark Step,RPO Digital,"12""",4.14,2006,848075,Uncategorized,2024-12-08 04:48:14,,,,Electronic,"Electro, Progressive Trance",7,0,4.127251344086021
VENMX 732 (N),Philippe B.,Ibiza Mi Amor,Vendetta Records,"12""",4.14,2006,732075,Uncategorized,2024-12-11 05:58:38,,,,Electronic,House,7,0,4.127251344086021
meerestief ltd 008,Masaya,Little Brothers E.P.,Meerestief Limited,"12"", EP",4.13,2007,1158408,Uncategorized,2024-12-10 11:20:50,,,,Electronic,"Minimal, Tech House",23,0,4.126548060156931
REKLUSE001,Umek,2nd To None,Rekluse,"12""",4.13,2008,1545628,Uncategorized,2024-12-10 11:45:01,,,,Electronic,"Techno, Tech House",23,0,4.126548060156931
MG 2006,Max Graham,Time & Again,Not On Label,"12"", Ltd, Promo",4.13,2006,755287,Uncategorized,2024-12-10 13:22:40,,,,Electronic,Progressive House,16,0,4.125742607526882
BluFin 23,A2Z (3),Swimming With Sharks,Blu Fin,"12""",4.13,2007,954525,Uncategorized,2024-12-10 11:59:47,,,,Electronic,"Electro, Tech House",15,0,4.125595800889878
TREIBSTOFF 75,Various,10 Years Treibstoff - The Compilation 2/3,Treibstoff,"12"", Comp",4.13,2007,1137657,Uncategorized,2024-12-10 12:43:54,,,,Electronic,"Techno, Minimal",15,0,4.125595800889878
Agile 005,Uto Karem,Elevate EP.,Agile Recordings,"12"", EP",4.13,2009,1704858,Uncategorized,2025-01-22 03:55:19,,,,Electronic,"Techno, Minimal",8,0,4.124194464809384
DU 049,Queen Atom,Refuse Greed,Dumb-Unit,"12""",4.13,2009,1851971,Uncategorized,2025-01-22 04:08:01,,,,Electronic,Techno,8,0,4.124194464809384
DU 049,Queen Atom,Refuse Greed,Dumb-Unit,"12""",4.13,2009,1851971,Uncategorized,2025-01-22 04:08:38,,,,Electronic,Techno,8,0,4.124194464809384
DU 049,Queen Atom,Refuse Greed,Dumb-Unit,"12""",4.13,2009,1851971,Uncategorized,2025-01-22 04:16:57,,,,Electronic,Techno,8,0,4.124194464809384
flux014,Chris Finke,The Riot House EP,Flux Recordings,"12"", EP",4.13,2009,2198813,Uncategorized,2024-12-10 10:45:09,,,,Electronic,Techno,8,0,4.124194464809384
HITMIXERS 003,Hitmixers (2) Vs. Nelly Furtado,Say It Right (The Remixes),"Not On Label (Nelly Furtado), Not On Label (Hitmixers (2))","12"", Unofficial, W/Lbl",4.13,2007,901053,House,2024-12-09 03:06:50,,,,Electronic,House,8,0,4.124194464809384
PKR008,MarSET,Paso / Combosa,Plakat Records,"12""",4.13,2010,2148120,minimal,2024-12-08 11:09:48,,,,Electronic,"Tech House, Minimal",8,0,4.124194464809384
SLK02,Electric Rescue,Rave Toy EP,Signaletik Records,"12"", EP",4.13,2009,1706117,Uncategorized,2024-12-10 13:27:55,,,,Electronic,"Techno, Tech House",8,0,4.124194464809384
fluent 60,DJ Memê,Patolada,Fluential,"12""",4.12,2006,702004,Uncategorized,2025-01-22 06:57:15,,,,Electronic,House,17,0,4.120396071800208
paso.011,Eclec Sonde & Cat Shaver / Marc Miroir & Joachim Spieth,Void / Last Exit,Paso Music,"12""",4.12,2007,1133086,minimal,2024-12-08 03:17:08,,,,Electronic,"Techno, Tech House, Minimal",17,0,4.120396071800208
pooky009,Nucvise,Delta Area,Wildchild Records,"12""",4.12,2007,933227,Uncategorized,2024-12-08 03:12:01,,,,Electronic,Trance,17,0,4.120396071800208
HK33T,Booty Luv,Shine,Hed Kandi,"12""",4.12,2007,987420,Uncategorized,2024-12-09 08:24:57,,,,Electronic,House,26,0,4.1203069556451615
MAU 001,Mauritius,Somebody Told Me,Mauritius,"12""",4.12,2002,185809,progressive house,2024-12-08 02:15:49,,,,Electronic,"Progressive Trance, Progressive House, Trance",26,0,4.1203069556451615
"TRAUM V95, TRAUM SCHALLPLATTEN V95",Baggy Bukaddor & Tim Fishbeck,Sceada,"Traum Schallplatten, Traum Schallplatten","12""",4.12,2008,1159973,minimal,2024-12-09 06:21:02,,,,Electronic,"Techno, Minimal, Tech House",49,0,4.120194892473118
FORMATIK 002,Daniel Steinberg,Rush Me,Formatik Records,"12""",4.12,2009,2042681,Uncategorized,2024-12-10 12:54:35,,,,Electronic,"Tech House, Minimal",50,0,4.1201918472782255
M50,Marc Houle,Techno Vocals,M_nus,"12""",4.12,2007,1075727,Uncategorized,2024-12-10 10:43:50,,,,Electronic,Techno,167,0,4.120067835501693
M50,Marc Houle,Techno Vocals,M_nus,"12""",4.12,2007,1075727,Uncategorized,2024-12-10 10:43:53,,,,Electronic,Techno,167,0,4.120067835501693
CSG-1187MX,Olav Basoski,Indian Summer,Cassagrande,"12""",4.11,2005,463138,Uncategorized,2024-12-10 10:35:04,,,,Electronic,"House, Latin",9,0,4.116620792426367
SPICY010,Sex Machine,Friday Night,Cayenne Recordings,"12""",4.11,2006,778083,Uncategorized,2024-12-07 10:08:13,,,,Electronic,House,9,0,4.116620792426367
FOR-041,Little Green Men,Movin,Forensic Records,"12""",4.11,2006,746005,progressive house,2024-12-08 04:40:35,,,,Electronic,Progressive House,9,0,4.116620792426367
OWLtd09,Plastic FM / LePetri,Negen,Ostwind Records,"12"", Ltd",4.11,2008,1486494,minimal,2024-12-09 03:18:18,,,,Electronic,"Minimal, Tech House",9,0,4.116620792426367
GIGOLO261,Skwerl,Liron,International Deejay Gigolo Records,"12""",4.11,2009,1972483,tech house,2024-12-09 13:16:45,,,,Electronic,Tech House,19,0,4.114614491691105
GIANT 23-6,H-Man,Spacer,Giant Wheel,"12""",4.11,2005,415715,minimal,2024-12-08 08:19:10,,,,Electronic,"Techno, Electro, Minimal",27,0,4.1137141030684505
12C2035,Kurd Maverick,The Rub,Cr2 Records,"12""",4.11,2006,713446,House,2024-12-08 02:29:36,,,,Electronic,House,36,0,4.1130455645161295
ACAP02,Various,Chic Flowerz Acapellaz Vol. 2,Chic Flowerz Records,"12""",4.0,2006,8484992,Uncategorized,2024-12-10 11:13:56,,,,Electronic,House,1,0,4.112818548387097
EXM011,Fergie,Break In (Remixes),Excentric Muzik,"12""",4.0,2009,1612523,Techno,2024-12-08 11:36:19,,,,Electronic,"Progressive House, Techno, Tech House",1,0,4.112818548387097
GSR052,Gregor Tresher,A Thousand Nights Part 2,Great Stuff Recordings,"12"", W/Lbl",4.0,2007,16080848,Uncategorized,2024-12-10 10:51:20,,,,Electronic,"Minimal, Tech House",1,0,4.112818548387097
HT 090,Elektrojack,Nothing Else E.P.,House Traxx (2),"12""",4.0,2008,6302425,Uncategorized,2024-12-09 08:36:02,,,,Electronic,House,1,0,4.112818548387097
HW 76-247,Jerry Ropero & Michael Simon Feat. Kathy Brown,Ocean Drums,House Works,"12"", Single",4.0,2007,1392672,Uncategorized,2024-12-09 08:31:35,,,,Electronic,House,1,0,4.112818548387097
NWI 260 Mix 2008,Phunk Investigation,Crazy Diamonds,Net's Work International,"12"", Promo",4.0,2008,1299325,Uncategorized,2024-12-11 05:57:04,,,,Electronic,"Progressive House, Tech House",1,0,4.112818548387097
OBS 004,Logiztik Sounds & Audiobill,Paranoid Call,Observe Records,"12""",4.0,2008,4803868,Uncategorized,2024-12-10 11:52:33,,,,Electronic,"Tech House, Progressive House",1,0,4.112818548387097
RET-004,Tom Sawyer,Freedom,Reticent Recordings,"12""",4.0,2006,28781320,progressive house,2024-12-08 06:03:28,,,,Electronic,Progressive House,1,0,4.112818548387097
BOXER 054,Dusty Kid / Martin Eyerer & Toni Rios,Tuning#05,Boxer Recordings,"12""",4.11,2008,1182504,minimal,2024-12-09 05:37:59,,,,Electronic,"Electro, Tech House, Minimal",45,0,4.112580986878076
GPM095,Jona,Take Five,Get Physical Music,"12""",4.11,2008,1404784,Uncategorized,2024-12-10 12:37:51,,,,Electronic,"Minimal, Tech House",45,0,4.112580986878076
SYST 0030-6,John Dahlbäck,Now It's Not Summer Remixes,Systematic (3),"12""",4.11,2007,890635,Techno,2024-12-08 11:24:33,,,,Electronic,"Techno, Electro, Tech House",45,0,4.112580986878076
541416 501246,Various,Dance Train Classics Vinyl 26,541,"12"", Comp",4.11,2004,311737,House,2024-12-07 08:40:05,,,,Electronic,House,47,0,4.112496364357483
EC.080,Codec & Flexor,Black Diamonds,EC Records,"12""",4.1,2009,1604466,Uncategorized,2024-12-10 11:53:37,,,,Electronic,"Techno, Electro, Synth-pop, Tech House",10,0,4.112178259408602
DC54,Adam Beyer & Joel Mull,Forming Dies,Drumcode,"12""",4.11,2009,1793476,Techno,2024-12-09 02:51:25,,,,Electronic,"Techno, Tech House",62,0,4.1120036608658745
ADR006,Wehbba & Tiago S,Golpe / Estopa,Adrenaline Records,"12""",4.1,2007,1025879,Techno,2024-12-07 10:33:23,,,,Electronic,Techno,20,0,4.108596418406073
FLR091,Slyde,Frequency,Finger Lickin' Records,"12""",4.1,2008,1446185,Uncategorized,2025-01-22 04:50:50,,,,Electronic,"Breakbeat, House, Electro",20,0,4.108596418406073
BLO-011,Hatiras & DJ Dan Featuring: Mandy J,Love For The Weekend,Blow Media,"12""",4.1,2005,573147,Uncategorized,2024-12-08 05:11:46,,,,Electronic,House,21,0,4.108350806451613
PICKADOLL 39-6,Pig & Dan,Costa Rica,Pickadoll Records,"12""",4.1,2009,1693783,minimal,2024-12-08 07:44:54,,,,Electronic,"Techno, Minimal",21,0,4.108350806451613
DERMSPEC 02,Dermaptera,Gib Gas,Dermaptera Spezial,"12""",4.09,2008,1583486,minimal,2024-12-09 12:54:27,,,,Electronic,"Techno, Minimal",11,0,4.107291129032258
DER 003,Christopher Groove,Tandem EP,Do Easy Records,"12"", EP",4.09,2009,1817252,minimal,2024-12-09 08:27:55,,,,Electronic,"Minimal, Tech House",11,0,4.107291129032258
VENMX 946 (N),Richard Grey,Thriller,Vendetta Records,"12""",4.09,2008,1299476,House,2024-12-09 04:09:15,,,,Electronic,House,11,0,4.107291129032258
"VENMX 804 N, venmx*804 n",T.C.S. vs. Level 42,Lessons In Love 2007,"Vendetta Records, Vendetta Records","12""",4.09,2007,949047,Uncategorized,2024-12-10 10:37:17,,,,Electronic,"Electro House, House",11,0,4.107291129032258
MBF 12042,Baggy Bukaddor & Tim Fishbeck,Live Is Life,My Best Friend,"12""",4.1,2008,1309881,minimal,2024-12-09 12:32:45,,,,Electronic,"Minimal, Tech House",29,0,4.10679716804201
AMR 021,Sonic (18) vs. Taste T.,Eighty-Eight,Amused Records,"10""",4.0,2009,1638300,Uncategorized,2024-12-10 12:52:03,,,,Electronic,"House, Electro",2,0,4.105767389112904
AMR 021,Sonic (18) vs. Taste T.,Eighty-Eight,Amused Records,"10""",4.0,2009,1638300,Uncategorized,2024-12-10 12:52:30,,,,Electronic,"House, Electro",2,0,4.105767389112904
FREEK 002,DJ Chus & David Penn,Will I (Discover Love) (The Funky Freekz Remix),Freek,"12"", S/Sided, Unofficial",4.0,2006,689900,Uncategorized,2024-12-10 10:15:51,,,,Electronic,House,2,0,4.105767389112904
PR 4035,African Band,Aie A Mwana,Pride Records (7),"12""",4.0,2009,1750555,House,2024-12-08 03:50:05,,,,Electronic,"House, Tribal",2,0,4.105767389112904
SP 070,Genetik (5),In Memory,Spinnin' Records,"12"", Promo, TP",4.0,2008,1272611,Uncategorized,2024-12-08 08:01:38,,,,Electronic,House,2,0,4.105767389112904
smr 054-12,Metropol Division,The Poser / Dizkosucker,Submental Records,"12""",4.0,2007,1472475,minimal,2024-12-09 06:22:40,,,,Electronic,"Electro, Minimal",2,0,4.105767389112904
SMR 066-12,Sonique,World Of Change,Submental Records,"12""",4.0,2009,1980659,tech house,2024-12-07 09:50:05,,,,Electronic,"House, Electro, Tribal House, Tech House",2,0,4.105767389112904
MTR 004,Tobias Felbermayr,Selector,Metatron Recordings,"12""",4.08,2008,1491551,Uncategorized,2024-12-10 11:52:03,,,,Electronic,"House, Techno, Minimal",12,0,4.102010700992556
ASTRO 005-6,Umek,16th Century Japan EP,Astrodisco,"12"", EP",4.09,2009,1745850,Uncategorized,2024-12-10 13:13:45,,,,Electronic,Techno,22,0,4.102007728494623
ADT011,Elite Force,Heart Of Darkness,Adrift Records,"12""",4.08,2006,794659,tech house,2024-12-09 12:17:41,,,,Electronic,"Electro, Tech House",13,0,4.101195489844684
VENMX 994 N,Zoo Brazil,The Age Of Love,Vendetta Records,"12"", S/Sided",4.08,2008,1484185,Uncategorized,2024-12-08 10:54:11,,,,Electronic,Trance,13,0,4.101195489844684
82REC 005 ,Wehbba,That One With The Disco Stab ,82 Recordings,"12"", EP",4.0,2009,6913865,Uncategorized,2025-01-22 04:48:04,,,,Electronic,"Techno, Tech House",3,0,4.099545777988616
CR-040,Shawn Mitiska And Vinny Troia,House Revisited,Curvve Recordings,"12""",4.0,2008,1387517,progressive house,2024-12-08 02:53:45,,,,Electronic,Progressive House,3,0,4.099545777988616
"FRE016R, 016R",Les Schmitz vs. David Amo & Julio Navas,Positive Remixes,"Fresco Records, Fresco Records","12""",4.0,2008,1582222,Uncategorized,2025-01-22 04:32:45,,,,Electronic,"House, Electro",3,0,4.099545777988616
HYR 7057,Taster Peter,Bombscare / The Rave Lover,Hell Yeah Recordings,"12"", Red",4.0,2009,2053881,minimal,2024-12-08 02:54:34,,,,Electronic,"Techno, Minimal",3,0,4.099545777988616
CLOSE05,Mat Playford,Analogue Tear,Intimacy Music,"12""",4.0,2009,1705492,Uncategorized,2024-12-10 12:00:25,,,,Electronic,"Techno, Tech House",3,0,4.099545777988616
AFULTD 18,Thomas P. Heckmann,Slotmachine,AFU Limited,"12""",4.09,2008,1534934,minimal,2024-12-09 02:59:51,,,,Electronic,"Techno, Minimal",32,0,4.099397352734923
CRAFT005,Jerome Isma-Ae,Rokit,Craft Music,"12""",4.09,2006,661001,Techno,2024-12-09 06:07:38,,,,Electronic,"Techno, Electro House",34,0,4.099005796370968
JTM003,Varoslav & Okain,Meeting Point EP,Jetaime Records,"12"", EP",4.07,2008,1379158,Uncategorized,2024-12-10 11:51:39,,,,Electronic,"Techno, Minimal, Tech House",14,0,4.095438508064516
OWLtd11,Asem Shama / Rundfunk 3000,Ölben,Ostwind Records,"12"", Ltd",4.07,2009,1611571,minimal,2024-12-07 09:47:41,,,,Electronic,"Minimal, Tech House",14,0,4.095438508064516
USM003,J. Velarde,Mistake,T.U.S.O.M. Recordings,"12""",4.07,2003,298184,Uncategorized,2024-12-09 08:44:47,,,,Electronic,Tribal House,14,0,4.095438508064516
ROMPE 004,Alexi Delano,Brooklyn Social E.P.,Rompecabeza,"12"", EP",4.08,2007,1131621,minimal,2024-12-07 11:06:14,,,,Electronic,"Techno, Minimal",24,0,4.095059953310696
BOZ013,Quivver Ft. Niki Mak,Not Givin Up,BozBoz,"12""",4.08,2006,775893,progressive house,2024-12-08 02:43:45,,,,Electronic,"Progressive House, Breaks",25,0,4.094673800661704
HW023,Da Hool Vs Gary Bruckheimer,In The Beginning,Houseworks,"12""",4.08,2004,321780,Uncategorized,2024-12-07 08:49:42,,,,Electronic,House,25,0,4.094673800661704
HUSSYB007,Tonite Only,Danger (The Bomb) / Where The Party's At,Hussle Black,"12""",4.07,2006,671718,House,2024-12-08 03:55:39,,,,Electronic,"House, Electro",15,0,4.094561318131257
IBOGAEP34,FREq (2),Gosub 20.EP,Iboga Records,"12"", EP",4.07,2006,725608,Uncategorized,2024-12-09 04:40:29,,,,Electronic,"Psy-Trance, Progressive Trance",15,0,4.094561318131257
LAR-121,Scope (12),City Sounds EP,Large Records,"12"", EP",4.07,2008,1504313,House,2024-12-08 11:03:32,,,,Electronic,"House, Deep House",15,0,4.094561318131257
CPLAYLP01,Coldplay,The Remixes,Parlophone (2),"2xLP, Comp, Unofficial",4.07,2007,1070853,progressive house,2024-12-07 08:45:38,,,,Electronic,"Electro, Breakbeat, Progressive House",15,0,4.094561318131257
RENX047,Martin Eyerer & Stephan Hinz,The Tucan EP,Renaissance,"12"", EP",4.07,2007,1023185,Uncategorized,2024-12-10 10:40:59,,,,Electronic,Tech House,15,0,4.094561318131257
SNDKT012,Quartz vs Human Tech,D's Wot I Think,Syndikaat Records,"12""",4.07,2008,1347021,Uncategorized,2024-12-10 11:26:46,,,,Electronic,"Techno, Minimal Techno",15,0,4.094561318131257
BMR011,Steve Nash (2),Malaika,BeatModul Records,"12""",4.0,2008,1441111,Uncategorized,2025-01-22 05:55:39,,,,Electronic,"House, Tech House",4,0,4.094015456989248
DL-003,After Touch (3),West Coast Tribal EP,Drumline,"12"", EP",4.0,2005,634794,progressive house,2024-12-08 05:09:48,,,,Electronic,"Progressive House, Tribal House",4,0,4.094015456989248
KOLMO011,DJ Dandi & Ugo,Krampi EP,Kol Mojito Records,"12"", EP",4.0,2009,2058333,Techno,2024-12-08 07:45:29,,,,Electronic,Techno,4,0,4.094015456989248
RELIC 008,DJ Preach,The Bailout,Relic Recordings,"12""",4.0,2008,1551223,Uncategorized,2024-12-11 06:03:02,,,,Electronic,"Minimal Techno, Electro House",4,0,4.094015456989248
"COR12""002",Glove,Drogenkontrolle,Cocoon Recordings,"12""",4.09,2002,51075,Uncategorized,2024-12-10 13:17:11,,,,Electronic,"Techno, Tech House, Minimal",133,0,4.092940668202766
PRYF001,Axer,123,Pryda Friends,"12""",4.09,2006,610433,Uncategorized,2024-12-10 12:03:46,,,,Electronic,"Electro House, Tech House",152,0,4.092604085697629
CRAFT011,Markus Lange,Ruhestörung Plattenbau,Craft Music,"12""",4.08,2006,764987,minimal,2024-12-07 09:30:03,,,,Electronic,"Techno, Minimal Techno",49,0,4.089083781362008
Electribe 037,Peter Jürgens,Like It / Backup,Electribe,"12""",4.0,2008,1447819,progressive house,2024-12-07 10:06:10,,,,Electronic,"Progressive House, Tech House",5,0,4.089067275042446
"P072, 337776722061",Dim Chris & Thomas Gold,Self Control,"Paradise Records (12), DJ Center Records","12""",4.0,2008,1489094,House,2024-12-08 11:02:52,,,,Electronic,"House, Electro",5,0,4.089067275042446
RISE 467,Black Legend,You See The Trouble With Me (Remixes 2009),Rise,"12""",4.0,2009,1795058,House,2024-12-08 03:40:12,,,,Electronic,House,5,0,4.089067275042446
RIM 022,Tom Neville,Run In Reverse,Rising Music,"12""",4.0,2009,2717173,progressive house,2024-12-08 11:02:10,,,,Electronic,Progressive House,5,0,4.089067275042446
K2/07,Bastien Grine,Where R U?,K2,"12""",4.08,2006,584170,Uncategorized,2024-12-10 10:18:52,,,,Electronic,"Techno, Electro",51,0,4.088804280397023
Term032-6,Monika Kruse Feat. Zafra Negra,Latin Lovers (Remixes),Terminal M,"12""",4.08,2004,293117,Uncategorized,2024-12-10 13:37:43,,,,Electronic,"House, Techno, Latin",59,0,4.087839427750773
EINMALEINS 032,Bloody Mary (3) vs. Sierra Sam,Spielbank EP,Einmaleins Musik,"12"", EP",4.06,2008,1304489,minimal,2024-12-09 02:54:54,,,,Electronic,"Techno, Minimal",17,0,4.087492845993756
RW7,Marko Nastić,Diablo Ha Vuelto,Recon Warriors,"12""",4.06,2007,1071947,Uncategorized,2025-01-22 05:59:27,,,,Electronic,Techno,17,0,4.087492845993756
ROOTS 005,Ortin Cam & Charles Bells,Machine Code / Mop Up,Roots (5),"12""",4.06,2009,2047019,Techno,2024-12-08 06:04:38,,,,Electronic,"Techno, Acid",17,0,4.087492845993756
GDM001,Jamie Jones (2) & Simon Baker,Kaskazi,Get Digital Music,"12"", W/Lbl, Sta",4.07,2008,1519575,Uncategorized,2024-12-10 12:10:15,,,,Electronic,"Tech House, Minimal",28,0,4.086959005376345
"Finger Tracks 2, Finger002",Alexx Wolfe,HATHOR EP,Finger Tracks,"10"", LIM",4.0,2009,2476712,minimal,2024-12-08 11:14:18,,,,Electronic,"Minimal, Tech House",6,0,4.084613911290323
GU009,Groovewatchers,Mambo,Gumb?,"12""",4.0,2006,811481,Uncategorized,2024-12-09 04:39:50,,,,Electronic,"House, Electro",6,0,4.084613911290323
GU009,Groovewatchers,Mambo,Gumb?,"12""",4.0,2006,811481,Uncategorized,2024-12-10 12:42:14,,,,Electronic,"House, Electro",6,0,4.084613911290323
STP091,Autistic,My Technique,Stereoseven Plus,"12""",4.0,2009,1724324,Techno,2024-12-09 02:23:34,,,,Electronic,"Techno, Tech House",6,0,4.084613911290323
TOOL084/03V,Various,Toolroom Knights Mixed By Funkagenda Sampler 3,Toolroom Records,"12"", Smplr",4.0,2009,2054828,Uncategorized,2025-01-22 04:16:07,,,,Electronic,"Progressive House, House",6,0,4.084613911290323
TOOL084/03V,Various,Toolroom Knights Mixed By Funkagenda Sampler 3,Toolroom Records,"12"", Smplr",4.0,2009,2054828,Uncategorized,2025-01-22 04:17:07,,,,Electronic,"Progressive House, House",6,0,4.084613911290323
VIVa022,Livio & Roby,Return Of The Jack,Viva Music,"12""",4.0,2009,1639343,Techno,2024-12-07 10:46:28,,,,Electronic,"Techno, Tech House",6,0,4.084613911290323
Kal 12,Kaliber,Kaliber 12,Kaliber,"12""",4.07,2007,956257,Uncategorized,2024-12-10 11:17:20,,,,Electronic,"Electro, Minimal, Tech House",43,0,4.082496109224675
ASG/FN001,Deep'A & Vek,404 EP,Forteana Records,"12"", EP",4.0,2007,1093999,Uncategorized,2024-12-10 11:37:20,,,,Electronic,"Techno, Electro, Minimal",7,0,4.080584677419355
HW053,Martijn ten Velden & Lucien Foort,Bleeep! (Remixes),Houseworks,"12""",4.0,2006,878761,Uncategorized,2024-12-09 04:00:24,,,,Electronic,"House, Electro",7,0,4.080584677419355
pearl 004,Hans Centen,Steamforce EP,Pearldiver Records,"12"", EP",4.0,2006,785413,Uncategorized,2024-12-10 12:36:57,,,,Electronic,"Techno, Minimal, Tech House",7,0,4.080584677419355
PORN017-6,Tommyboy & Sultan Feat. Zara (2),B With U,Pornostar Records,"12"", Ltd, MP, Promo",4.0,2006,1066313,progressive house,2024-12-09 08:10:17,,,,Electronic,"Progressive House, House",7,0,4.080584677419355
015R,Moguai For Sensation (2),"I Want, I Need, I Love... (Remixes)",Punx,"12""",4.05,2006,730511,Uncategorized,2024-12-10 13:28:37,,,,Electronic,"Electro, Tech House",19,0,4.08006903714565
3000° 001,Mollono.Bass / Dreher & Smart,SOS,3000°,"12""",4.05,2008,1281530,minimal,2024-12-09 13:14:45,,,,Electronic,"Tribal, Minimal, Tech House",20,0,4.07918465370019
sender 076,Bond & Blome,Sniffer Dog,Sender Records,"12""",4.05,2008,1360697,Uncategorized,2024-12-10 11:57:25,,,,Electronic,"Techno, Minimal",20,0,4.07918465370019
044,Second Sun,The Spell,Vandit Records,"12""",4.07,2004,335850,Uncategorized,2024-12-08 05:03:48,,,,Electronic,Trance,71,0,4.078379743833017
Super 4034,Tocadisco,The Black Series - Part 3,Superstar Recordings,"12""",4.05,2008,1414162,tech house,2024-12-07 09:36:36,,,,Electronic,"Electro, Tech House",21,0,4.0783508064516125
Vezo 001,Valentino Kanzyani,Seasons EP,Vezotonik,"12"", EP",4.05,2007,936274,Techno,2024-12-08 04:44:08,,,,Electronic,Techno,21,0,4.0783508064516125
GIANT 22-6,John Dahlbäck,The Bad Giant,Giant Wheel,"12""",4.06,2005,400599,tech house,2024-12-08 05:03:12,,,,Electronic,"Electro, Tech House",34,0,4.077755796370968
FV010,Elegant Universe,Positive Thinking,Flow Vinyl,"12""",4.0,2007,1171733,Uncategorized,2025-01-22 04:27:32,,,,Electronic,"Progressive House, House",8,0,4.076921737536657
RA 010,Hammerschmidt & Lentz,Aladins Odyssee,Religio Audio,"12""",4.0,2009,1655812,minimal,2024-12-07 10:45:51,,,,Electronic,Minimal,8,0,4.076921737536657
RFLTD 004,Prax Paris,A Deal With God,Royal Flush Records,"12"", Ltd",4.0,2007,1200269,Uncategorized,2024-12-09 02:53:03,,,,Electronic,House,8,0,4.076921737536657
VENMX 868 (N),"Thomas Gold, Francesco Diaz & Young Rebels",Don't You Want Me,Vendetta Records,"12""",4.0,2007,1073565,House,2024-12-07 09:04:49,,,,Electronic,"House, Electro",8,0,4.076921737536657
EKT 61,Tracy Chapman,Crossroads,Elektra,"LP, Album",4.07,1989,378137,Uncategorized,2024-12-10 10:13:20,,,,Rock,Folk Rock,182,0,4.073634072580646
EFTT002,DJ Ralph (3),Bobun (The Drum),852 Recordings,"12""",4.0,2007,953647,tech house,2024-12-09 06:09:06,,,,Electronic,"Electro, Tech House",9,0,4.073577314165498
PFEP006,Electronic Pirates Feat. Sebi Spanks,Posivision EP,Pirates Federation,"12"", EP",4.0,2006,870099,House,2024-12-08 08:02:31,,,,Electronic,"House, Electro",9,0,4.073577314165498
PM 053,Kemal (3) Feat. Maiya Sykes,I Surrender,Purple Music,"12""",4.0,2008,1503834,House,2024-12-07 08:52:07,,,,Electronic,House,9,0,4.073577314165498
SAVED029,Joel Mull,Encantado EP,Saved Records,"12"", EP",4.0,2008,1608776,tech house,2024-12-07 10:47:16,,,,Electronic,Tech House,9,0,4.073577314165498
KOM EX 26,Mathew Jonson And The Mole / Axel Bartsch,Speicher 26,Kompakt Extra,"12""",4.07,2005,432496,minimal,2024-12-08 03:15:41,,,,Electronic,"Minimal Techno, Techno",196,0,4.073391801075269
CIRCLE014-06,Namito & Mijk Van Dijk,Bassfood,Circle Music,"12""",4.0,2007,1009902,Uncategorized,2024-12-10 11:47:25,,,,Electronic,Tech House,10,0,4.070511592741936
BAILA 01,DJ Chus & David Penn Feat. Caterina,Baila,Vendetta Records,"12""",4.0,0,301009,Uncategorized,2024-12-09 12:36:10,,,,Electronic,"House, Latin",10,0,4.070511592741936
VENMX 684 (N),Syke 'n' Sugarstarr & Alexandra Prince,Are You (Watching Me Watching You),Vendetta Records,"12""",4.0,2006,648854,Uncategorized,2025-01-22 06:51:30,,,,Electronic,House,10,0,4.070511592741936
afultd.05,Heckmann & Kauffelt,Kookaburra / Klapperspecht,AFU Limited,"12""",4.06,2006,700997,Techno,2024-12-08 05:59:27,,,,Electronic,"Techno, Electro",69,0,4.0702684123591135
CIRCLE011-06,Leandro Gamez,Me Implica,Circle Music,"12""",4.04,2007,889179,Techno,2024-12-07 10:47:53,,,,Electronic,"Electro, Techno",24,0,4.06979679541596
CIRCLE011-06,Leandro Gamez,Me Implica,Circle Music,"12""",4.04,2007,889179,Uncategorized,2024-12-10 11:44:13,,,,Electronic,"Electro, Techno",24,0,4.06979679541596
